date,HA,ID_HA,province,POP_2021,ICU,acute_rate7,disch_rate14_LAG3,ward_rate_LAG2
02/11/2020,H.A. ÁVILA,1701,Ávila,159684,9,13.36302895,37.57420906,36.32173543
03/11/2020,H.A. ÁVILA,1701,Ávila,159684,9,13.30472103,34.44302497,38.20044588
04/11/2020,H.A. ÁVILA,1701,Ávila,159684,9,12.88343558,35.69549861,43.21034042
05/11/2020,H.A. ÁVILA,1701,Ávila,159684,7,12.13307241,35.06926179,43.21034042
06/11/2020,H.A. ÁVILA,1701,Ávila,159684,9,11.74242424,32.56431452,45.08905088
07/11/2020,H.A. ÁVILA,1701,Ávila,159684,9,11.21157324,32.56431452,42.5841036
08/11/2020,H.A. ÁVILA,1701,Ávila,159684,10,10.80139373,40.70539315,43.21034042
09/11/2020,H.A. ÁVILA,1701,Ávila,159684,11,10.82910321,40.07915633,51.97765587
10/11/2020,H.A. ÁVILA,1701,Ávila,159684,12,11.11111111,39.45291952,51.35141905
11/11/2020,H.A. ÁVILA,1701,Ávila,159684,10,11.23966942,41.95786679,52.60389269
12/11/2020,H.A. ÁVILA,1701,Ávila,159684,10,11.58238173,43.21034042,48.84647178
13/11/2020,H.A. ÁVILA,1701,Ávila,159684,10,11.50159744,45.08905088,45.71528769
14/11/2020,H.A. ÁVILA,1701,Ávila,159684,10,11.64274322,50.09894542,45.71528769
15/11/2020,H.A. ÁVILA,1701,Ávila,159684,9,11.46496815,49.4727086,50.72518223
16/11/2020,H.A. ÁVILA,1701,Ávila,159684,10,11.32376396,52.60389269,51.97765587
17/11/2020,H.A. ÁVILA,1701,Ávila,159684,10,11.04,55.10883996,52.60389269
18/11/2020,H.A. ÁVILA,1701,Ávila,159684,9,10.82802548,56.36131359,52.60389269
19/11/2020,H.A. ÁVILA,1701,Ávila,159684,9,10.66878981,56.98755041,48.84647178
20/11/2020,H.A. ÁVILA,1701,Ávila,159684,8,10.55194805,61.37120814,48.22023496
21/11/2020,H.A. ÁVILA,1701,Ávila,159684,10,10.96121417,63.24991859,46.34152451
22/11/2020,H.A. ÁVILA,1701,Ávila,159684,11,11.75438596,58.24002405,44.46281406
23/11/2020,H.A. ÁVILA,1701,Ávila,159684,11,12.40875912,61.37120814,37.57420906
24/11/2020,H.A. ÁVILA,1701,Ávila,159684,12,13.25757576,63.87615541,36.94797225
25/11/2020,H.A. ÁVILA,1701,Ávila,159684,12,14.39842209,62.62368177,38.20044588
26/11/2020,H.A. ÁVILA,1701,Ávila,159684,12,15.86638831,61.37120814,35.06926179
27/11/2020,H.A. ÁVILA,1701,Ávila,159684,10,17.10526316,61.37120814,33.19055134
28/11/2020,H.A. ÁVILA,1701,Ávila,159684,10,17.48878924,56.36131359,26.92818316
29/11/2020,H.A. ÁVILA,1701,Ávila,159684,10,17.70114943,59.49249768,28.80689361
30/11/2020,H.A. ÁVILA,1701,Ávila,159684,9,17.81472684,55.73507678,31.31184089
01/12/2020,H.A. ÁVILA,1701,Ávila,159684,10,17.98029557,53.85636632,30.68560407
02/12/2020,H.A. ÁVILA,1701,Ávila,159684,9,17.5879397,51.97765587,30.68560407
03/12/2020,H.A. ÁVILA,1701,Ávila,159684,8,16.54135338,51.97765587,26.92818316
04/12/2020,H.A. ÁVILA,1701,Ávila,159684,7,15.98984772,53.23012951,30.05936725
05/12/2020,H.A. ÁVILA,1701,Ávila,159684,7,15.95744681,48.84647178,30.05936725
06/12/2020,H.A. ÁVILA,1701,Ávila,159684,7,15.83333333,49.4727086,27.55441998
07/12/2020,H.A. ÁVILA,1701,Ávila,159684,6,15.69767442,46.34152451,21.91828862
08/12/2020,H.A. ÁVILA,1701,Ávila,159684,6,15.10574018,44.46281406,22.54452544
09/12/2020,H.A. ÁVILA,1701,Ávila,159684,6,14.96815287,43.21034042,22.54452544
10/12/2020,H.A. ÁVILA,1701,Ávila,159684,4,14.33333333,43.83657724,21.2920518
11/12/2020,H.A. ÁVILA,1701,Ávila,159684,4,13.79310345,40.70539315,21.2920518
12/12/2020,H.A. ÁVILA,1701,Ávila,159684,3,12.63157895,36.32173543,23.79699907
13/12/2020,H.A. ÁVILA,1701,Ávila,159684,3,11.55234657,31.31184089,23.17076226
14/12/2020,H.A. ÁVILA,1701,Ávila,159684,3,10.66176471,31.9380777,21.2920518
15/12/2020,H.A. ÁVILA,1701,Ávila,159684,3,9.77443609,35.06926179,20.03957817
16/12/2020,H.A. ÁVILA,1701,Ávila,159684,3,8.88030888,34.44302497,21.2920518
17/12/2020,H.A. ÁVILA,1701,Ávila,159684,3,8.906882591,33.81678816,19.41334135
18/12/2020,H.A. ÁVILA,1701,Ávila,159684,4,9.243697479,30.05936725,18.78710453
19/12/2020,H.A. ÁVILA,1701,Ávila,159684,4,10.0877193,30.05936725,16.90839408
20/12/2020,H.A. ÁVILA,1701,Ávila,159684,4,10.90909091,28.80689361,17.5346309
21/12/2020,H.A. ÁVILA,1701,Ávila,159684,4,11.9047619,25.67570953,14.40344681
22/12/2020,H.A. ÁVILA,1701,Ávila,159684,4,12.74509804,23.17076226,14.40344681
23/12/2020,H.A. ÁVILA,1701,Ávila,159684,4,13.63636364,23.79699907,14.40344681
24/12/2020,H.A. ÁVILA,1701,Ávila,159684,4,14.65968586,23.17076226,15.02968363
25/12/2020,H.A. ÁVILA,1701,Ávila,159684,4,15.38461538,21.91828862,14.40344681
26/12/2020,H.A. ÁVILA,1701,Ávila,159684,4,15.90909091,22.54452544,11.89849954
27/12/2020,H.A. ÁVILA,1701,Ávila,159684,4,16.56804734,21.91828862,11.89849954
28/12/2020,H.A. ÁVILA,1701,Ávila,159684,4,17.39130435,20.66581498,10.6460259
29/12/2020,H.A. ÁVILA,1701,Ávila,159684,4,18.66666667,17.5346309,10.01978908
30/12/2020,H.A. ÁVILA,1701,Ávila,159684,4,20,17.5346309,9.393552266
31/12/2020,H.A. ÁVILA,1701,Ávila,159684,4,20.58823529,18.16086771,8.14107863
01/01/2021,H.A. ÁVILA,1701,Ávila,159684,3,20.61068702,16.28215726,8.14107863
02/01/2021,H.A. ÁVILA,1701,Ávila,159684,3,20.3125,15.65592044,9.393552266
03/01/2021,H.A. ÁVILA,1701,Ávila,159684,3,19.53125,15.65592044,9.393552266
04/01/2021,H.A. ÁVILA,1701,Ávila,159684,3,18.18181818,16.28215726,9.393552266
05/01/2021,H.A. ÁVILA,1701,Ávila,159684,3,16.78832117,13.15097317,10.6460259
06/01/2021,H.A. ÁVILA,1701,Ávila,159684,3,15.17241379,12.52473635,12.52473635
07/01/2021,H.A. ÁVILA,1701,Ávila,159684,2,13.07189542,12.52473635,11.89849954
08/01/2021,H.A. ÁVILA,1701,Ávila,159684,2,11.72839506,14.40344681,13.77720999
09/01/2021,H.A. ÁVILA,1701,Ávila,159684,3,10.79545455,13.77720999,15.65592044
10/01/2021,H.A. ÁVILA,1701,Ávila,159684,3,10,11.89849954,15.65592044
11/01/2021,H.A. ÁVILA,1701,Ávila,159684,4,9.708737864,13.77720999,18.16086771
12/01/2021,H.A. ÁVILA,1701,Ávila,159684,4,9.333333333,14.40344681,19.41334135
13/01/2021,H.A. ÁVILA,1701,Ávila,159684,7,10.04016064,13.77720999,21.91828862
14/01/2021,H.A. ÁVILA,1701,Ávila,159684,7,10.98901099,13.15097317,23.17076226
15/01/2021,H.A. ÁVILA,1701,Ávila,159684,7,11.47540984,13.77720999,26.30194634
16/01/2021,H.A. ÁVILA,1701,Ávila,159684,7,11.3372093,13.15097317,27.55441998
17/01/2021,H.A. ÁVILA,1701,Ávila,159684,6,10.85271318,13.77720999,32.56431452
18/01/2021,H.A. ÁVILA,1701,Ávila,159684,6,10.16166282,15.02968363,40.07915633
19/01/2021,H.A. ÁVILA,1701,Ávila,159684,8,9.657947686,17.5346309,44.46281406
20/01/2021,H.A. ÁVILA,1701,Ávila,159684,7,8.495575221,19.41334135,49.4727086
21/01/2021,H.A. ÁVILA,1701,Ávila,159684,7,7.523510972,20.03957817,60.74497132
22/01/2021,H.A. ÁVILA,1701,Ávila,159684,8,6.930693069,19.41334135,68.88604995
23/01/2021,H.A. ÁVILA,1701,Ávila,159684,8,6.45994832,22.54452544,73.26970767
24/01/2021,H.A. ÁVILA,1701,Ávila,159684,6,5.980861244,26.30194634,75.14841813
25/01/2021,H.A. ÁVILA,1701,Ávila,159684,7,5.698324022,31.31184089,81.4107863
26/01/2021,H.A. ÁVILA,1701,Ávila,159684,6,5.179704017,36.94797225,83.28949676
27/01/2021,H.A. ÁVILA,1701,Ávila,159684,6,4.848484848,43.21034042,85.79444403
28/01/2021,H.A. ÁVILA,1701,Ávila,159684,6,4.545454545,47.59399815,93.93552266
29/01/2021,H.A. ÁVILA,1701,Ávila,159684,6,4.197761194,54.48260314,97.06670675
30/01/2021,H.A. ÁVILA,1701,Ávila,159684,8,4.117108875,61.37120814,101.4503645
31/01/2021,H.A. ÁVILA,1701,Ávila,159684,7,4.129263914,64.50239222,100.1978908
01/02/2021,H.A. ÁVILA,1701,Ávila,159684,7,4.05643739,72.64347085,94.56175947
02/02/2021,H.A. ÁVILA,1701,Ávila,159684,6,4.035087719,85.79444403,95.81423311
03/02/2021,H.A. ÁVILA,1701,Ávila,159684,6,4.05643739,88.2993913,98.31918038
04/02/2021,H.A. ÁVILA,1701,Ávila,159684,7,4.196428571,89.55186493,97.69294356
05/02/2021,H.A. ÁVILA,1701,Ávila,159684,7,4.343891403,96.44046993,93.30928584
06/02/2021,H.A. ÁVILA,1701,Ávila,159684,7,4.327808471,105.2077854,92.0568122
07/02/2021,H.A. ÁVILA,1701,Ávila,159684,7,4.404873477,108.3389695,90.17810175
08/02/2021,H.A. ÁVILA,1701,Ávila,159684,7,4.463437797,110.8439167,83.28949676
09/02/2021,H.A. ÁVILA,1701,Ávila,159684,7,4.655674103,117.7325217,83.91573357
10/02/2021,H.A. ÁVILA,1701,Ávila,159684,8,4.930966469,114.6013376,89.55186493
11/02/2021,H.A. ÁVILA,1701,Ávila,159684,8,5.156723964,111.4701536,83.28949676
12/02/2021,H.A. ÁVILA,1701,Ávila,159684,7,5.306971904,113.9751008,81.4107863
13/02/2021,H.A. ÁVILA,1701,Ávila,159684,7,5.513513514,114.6013376,75.77465494
14/02/2021,H.A. ÁVILA,1701,Ávila,159684,7,5.743243243,117.1062849,72.64347085
15/02/2021,H.A. ÁVILA,1701,Ávila,159684,6,5.952380952,113.9751008,60.74497132
16/02/2021,H.A. ÁVILA,1701,Ávila,159684,5,6.099110546,112.7226272,60.74497132
17/02/2021,H.A. ÁVILA,1701,Ávila,159684,6,6.344827586,109.5914431,60.1187345
18/02/2021,H.A. ÁVILA,1701,Ávila,159684,7,6.756756757,109.5914431,51.35141905
19/02/2021,H.A. ÁVILA,1701,Ávila,159684,6,7.177814029,111.4701536,43.83657724
20/02/2021,H.A. ÁVILA,1701,Ávila,159684,6,7.504363002,107.7127326,39.45291952
21/02/2021,H.A. ÁVILA,1701,Ávila,159684,6,7.90960452,104.5815486,40.07915633
22/02/2021,H.A. ÁVILA,1701,Ávila,159684,6,8.553971487,100.1978908,36.32173543
23/02/2021,H.A. ÁVILA,1701,Ávila,159684,5,9.110629067,94.56175947,35.06926179
24/02/2021,H.A. ÁVILA,1701,Ávila,159684,4,9.029345372,92.68304902,35.06926179
25/02/2021,H.A. ÁVILA,1701,Ávila,159684,4,8.665105386,93.30928584,32.56431452
26/02/2021,H.A. ÁVILA,1701,Ávila,159684,4,8.728179551,86.42068084,33.81678816
27/02/2021,H.A. ÁVILA,1701,Ávila,159684,4,8.8,80.15831267,31.31184089
28/02/2021,H.A. ÁVILA,1701,Ávila,159684,3,8.547008547,77.02712858,25.04947271
01/03/2021,H.A. ÁVILA,1701,Ávila,159684,4,8.484848485,75.77465494,21.2920518
02/03/2021,H.A. ÁVILA,1701,Ávila,159684,3,8.441558442,64.50239222,21.91828862
03/03/2021,H.A. ÁVILA,1701,Ávila,159684,3,8.802816901,63.87615541,23.17076226
04/03/2021,H.A. ÁVILA,1701,Ávila,159684,3,9.090909091,61.99744495,20.03957817
05/03/2021,H.A. ÁVILA,1701,Ávila,159684,3,9.05511811,54.48260314,19.41334135
06/03/2021,H.A. ÁVILA,1701,Ávila,159684,4,9.2,46.96776133,19.41334135
07/03/2021,H.A. ÁVILA,1701,Ávila,159684,4,9.795918367,43.83657724,19.41334135
08/03/2021,H.A. ÁVILA,1701,Ávila,159684,4,10.08403361,40.70539315,18.78710453
09/03/2021,H.A. ÁVILA,1701,Ávila,159684,4,10.68376068,33.19055134,18.16086771
10/03/2021,H.A. ÁVILA,1701,Ávila,159684,4,11.15879828,32.56431452,18.78710453
11/03/2021,H.A. ÁVILA,1701,Ávila,159684,5,12.33480176,30.68560407,16.90839408
12/03/2021,H.A. ÁVILA,1701,Ávila,159684,5,13.69863014,28.80689361,18.16086771
13/03/2021,H.A. ÁVILA,1701,Ávila,159684,4,14.49275362,28.1806568,14.40344681
14/03/2021,H.A. ÁVILA,1701,Ávila,159684,4,15.2284264,25.67570953,13.15097317
15/03/2021,H.A. ÁVILA,1701,Ávila,159684,4,16.21621622,21.91828862,11.27226272
16/03/2021,H.A. ÁVILA,1701,Ávila,159684,5,17.61363636,21.2920518,11.89849954
17/03/2021,H.A. ÁVILA,1701,Ávila,159684,3,18.63354037,20.66581498,11.27226272
18/03/2021,H.A. ÁVILA,1701,Ávila,159684,3,18.79194631,21.2920518,10.6460259
19/03/2021,H.A. ÁVILA,1701,Ávila,159684,3,18.97810219,18.78710453,9.393552266
20/03/2021,H.A. ÁVILA,1701,Ávila,159684,3,19.53125,20.66581498,8.14107863
21/03/2021,H.A. ÁVILA,1701,Ávila,159684,3,20.33898305,20.66581498,6.888604995
22/03/2021,H.A. ÁVILA,1701,Ávila,159684,3,21.10091743,20.03957817,6.262368177
23/03/2021,H.A. ÁVILA,1701,Ávila,159684,2,19.41747573,18.78710453,6.262368177
24/03/2021,H.A. ÁVILA,1701,Ávila,159684,2,18.44660194,18.16086771,6.262368177
25/03/2021,H.A. ÁVILA,1701,Ávila,159684,2,17.14285714,18.16086771,8.767315448
26/03/2021,H.A. ÁVILA,1701,Ávila,159684,3,16.66666667,16.90839408,10.01978908
27/03/2021,H.A. ÁVILA,1701,Ávila,159684,3,16.21621622,16.28215726,10.01978908
28/03/2021,H.A. ÁVILA,1701,Ávila,159684,3,15.92920354,13.77720999,8.767315448
29/03/2021,H.A. ÁVILA,1701,Ávila,159684,3,15.65217391,12.52473635,8.14107863
30/03/2021,H.A. ÁVILA,1701,Ávila,159684,3,16.96428571,11.27226272,7.514841813
31/03/2021,H.A. ÁVILA,1701,Ávila,159684,3,18.34862385,11.89849954,7.514841813
01/04/2021,H.A. ÁVILA,1701,Ávila,159684,3,20,11.27226272,6.262368177
02/04/2021,H.A. ÁVILA,1701,Ávila,159684,3,20.38834951,11.27226272,7.514841813
03/04/2021,H.A. ÁVILA,1701,Ávila,159684,3,20.79207921,8.14107863,6.888604995
04/04/2021,H.A. ÁVILA,1701,Ávila,159684,3,21,7.514841813,7.514841813
05/04/2021,H.A. ÁVILA,1701,Ávila,159684,3,21.21212121,6.262368177,6.888604995
06/04/2021,H.A. ÁVILA,1701,Ávila,159684,3,20.58823529,7.514841813,6.888604995
07/04/2021,H.A. ÁVILA,1701,Ávila,159684,3,19.81132075,7.514841813,6.888604995
08/04/2021,H.A. ÁVILA,1701,Ávila,159684,4,20.37037037,7.514841813,8.14107863
09/04/2021,H.A. ÁVILA,1701,Ávila,159684,4,20.53571429,6.262368177,10.01978908
10/04/2021,H.A. ÁVILA,1701,Ávila,159684,4,20.86956522,6.888604995,7.514841813
11/04/2021,H.A. ÁVILA,1701,Ávila,159684,4,20.83333333,8.767315448,9.393552266
12/04/2021,H.A. ÁVILA,1701,Ávila,159684,5,21.42857143,8.14107863,8.14107863
13/04/2021,H.A. ÁVILA,1701,Ávila,159684,5,22.65625,8.14107863,9.393552266
14/04/2021,H.A. ÁVILA,1701,Ávila,159684,5,24.40944882,7.514841813,9.393552266
15/04/2021,H.A. ÁVILA,1701,Ávila,159684,4,24.21875,7.514841813,8.14107863
16/04/2021,H.A. ÁVILA,1701,Ávila,159684,4,24.40944882,8.14107863,8.14107863
17/04/2021,H.A. ÁVILA,1701,Ávila,159684,4,24.6031746,8.767315448,8.14107863
18/04/2021,H.A. ÁVILA,1701,Ávila,159684,4,25.20325203,10.01978908,8.767315448
19/04/2021,H.A. ÁVILA,1701,Ávila,159684,5,25.61983471,10.01978908,7.514841813
20/04/2021,H.A. ÁVILA,1701,Ávila,159684,6,26.66666667,11.89849954,7.514841813
21/04/2021,H.A. ÁVILA,1701,Ávila,159684,7,27.41935484,11.89849954,8.14107863
22/04/2021,H.A. ÁVILA,1701,Ávila,159684,7,28.68217054,11.89849954,6.888604995
23/04/2021,H.A. ÁVILA,1701,Ávila,159684,7,30.53435115,13.15097317,9.393552266
24/04/2021,H.A. ÁVILA,1701,Ávila,159684,7,31.61764706,13.15097317,9.393552266
25/04/2021,H.A. ÁVILA,1701,Ávila,159684,7,32.16783217,12.52473635,8.14107863
26/04/2021,H.A. ÁVILA,1701,Ávila,159684,7,32.2147651,14.40344681,8.767315448
27/04/2021,H.A. ÁVILA,1701,Ávila,159684,7,31.61290323,13.15097317,10.01978908
28/04/2021,H.A. ÁVILA,1701,Ávila,159684,7,31.61290323,13.15097317,10.6460259
29/04/2021,H.A. ÁVILA,1701,Ávila,159684,8,32.05128205,13.15097317,10.01978908
30/04/2021,H.A. ÁVILA,1701,Ávila,159684,8,32.69230769,11.89849954,9.393552266
01/05/2021,H.A. ÁVILA,1701,Ávila,159684,8,33.9869281,12.52473635,9.393552266
02/05/2021,H.A. ÁVILA,1701,Ávila,159684,8,35.81081081,10.6460259,7.514841813
03/05/2021,H.A. ÁVILA,1701,Ávila,159684,9,37.93103448,12.52473635,6.262368177
04/05/2021,H.A. ÁVILA,1701,Ávila,159684,9,39.31034483,11.89849954,6.262368177
05/05/2021,H.A. ÁVILA,1701,Ávila,159684,8,40,11.89849954,7.514841813
06/05/2021,H.A. ÁVILA,1701,Ávila,159684,9,40.4109589,11.89849954,8.767315448
07/05/2021,H.A. ÁVILA,1701,Ávila,159684,9,41.09589041,10.6460259,8.767315448
08/05/2021,H.A. ÁVILA,1701,Ávila,159684,10,41.61073826,11.89849954,9.393552266
09/05/2021,H.A. ÁVILA,1701,Ávila,159684,10,41.83006536,10.6460259,6.888604995
10/05/2021,H.A. ÁVILA,1701,Ávila,159684,8,41.17647059,11.27226272,6.888604995
11/05/2021,H.A. ÁVILA,1701,Ávila,159684,8,41.89189189,11.89849954,7.514841813
12/05/2021,H.A. ÁVILA,1701,Ávila,159684,8,43.35664336,11.89849954,8.14107863
13/05/2021,H.A. ÁVILA,1701,Ávila,159684,7,44.11764706,13.15097317,6.262368177
14/05/2021,H.A. ÁVILA,1701,Ávila,159684,7,43.93939394,14.40344681,5.636131359
15/05/2021,H.A. ÁVILA,1701,Ávila,159684,8,44.09448819,13.15097317,6.262368177
16/05/2021,H.A. ÁVILA,1701,Ávila,159684,8,44.26229508,14.40344681,5.636131359
17/05/2021,H.A. ÁVILA,1701,Ávila,159684,8,45.37815126,13.77720999,5.009894542
18/05/2021,H.A. ÁVILA,1701,Ávila,159684,8,46.95652174,11.89849954,5.636131359
19/05/2021,H.A. ÁVILA,1701,Ávila,159684,7,46.90265487,11.89849954,6.262368177
20/05/2021,H.A. ÁVILA,1701,Ávila,159684,7,47.74774775,11.89849954,3.757420906
21/05/2021,H.A. ÁVILA,1701,Ávila,159684,7,47.74774775,15.02968363,5.009894542
22/05/2021,H.A. ÁVILA,1701,Ávila,159684,7,48.14814815,13.15097317,5.009894542
23/05/2021,H.A. ÁVILA,1701,Ávila,159684,8,49.05660377,13.15097317,5.636131359
24/05/2021,H.A. ÁVILA,1701,Ávila,159684,8,50.48543689,10.6460259,3.757420906
25/05/2021,H.A. ÁVILA,1701,Ávila,159684,9,50.47619048,11.89849954,4.383657724
26/05/2021,H.A. ÁVILA,1701,Ávila,159684,9,52.38095238,11.89849954,4.383657724
27/05/2021,H.A. ÁVILA,1701,Ávila,159684,8,52.83018868,10.6460259,4.383657724
28/05/2021,H.A. ÁVILA,1701,Ávila,159684,8,54.80769231,10.01978908,3.757420906
29/05/2021,H.A. ÁVILA,1701,Ávila,159684,9,56.73076923,10.6460259,5.009894542
30/05/2021,H.A. ÁVILA,1701,Ávila,159684,9,58.82352941,10.01978908,3.757420906
31/05/2021,H.A. ÁVILA,1701,Ávila,159684,9,61,10.01978908,2.504947271
01/06/2021,H.A. ÁVILA,1701,Ávila,159684,8,62.5,10.01978908,2.504947271
02/06/2021,H.A. ÁVILA,1701,Ávila,159684,7,62.3655914,10.01978908,2.504947271
03/06/2021,H.A. ÁVILA,1701,Ávila,159684,7,61.29032258,10.01978908,2.504947271
04/06/2021,H.A. ÁVILA,1701,Ávila,159684,7,59.57446809,8.14107863,3.131184089
05/06/2021,H.A. ÁVILA,1701,Ávila,159684,5,55.91397849,8.767315448,5.636131359
06/06/2021,H.A. ÁVILA,1701,Ávila,159684,5,52.17391304,8.14107863,5.009894542
07/06/2021,H.A. ÁVILA,1701,Ávila,159684,5,48.35164835,8.767315448,4.383657724
08/06/2021,H.A. ÁVILA,1701,Ávila,159684,5,45.55555556,8.767315448,4.383657724
09/06/2021,H.A. ÁVILA,1701,Ávila,159684,6,44.94382022,8.767315448,4.383657724
10/06/2021,H.A. ÁVILA,1701,Ávila,159684,6,44.82758621,8.767315448,3.757420906
11/06/2021,H.A. ÁVILA,1701,Ávila,159684,6,44.70588235,8.767315448,3.131184089
12/06/2021,H.A. ÁVILA,1701,Ávila,159684,6,45.88235294,9.393552266,5.009894542
13/06/2021,H.A. ÁVILA,1701,Ávila,159684,6,47.61904762,8.767315448,4.383657724
14/06/2021,H.A. ÁVILA,1701,Ávila,159684,7,50,8.14107863,3.757420906
15/06/2021,H.A. ÁVILA,1701,Ávila,159684,8,52.94117647,8.767315448,3.131184089
16/06/2021,H.A. ÁVILA,1701,Ávila,159684,8,55.29411765,9.393552266,3.131184089
17/06/2021,H.A. ÁVILA,1701,Ávila,159684,7,59.25925926,9.393552266,2.504947271
18/06/2021,H.A. ÁVILA,1701,Ávila,159684,7,62.02531646,8.14107863,1.878710453
19/06/2021,H.A. ÁVILA,1701,Ávila,159684,7,64.1025641,8.767315448,1.878710453
20/06/2021,H.A. ÁVILA,1701,Ávila,159684,7,66.23376623,10.01978908,2.504947271
21/06/2021,H.A. ÁVILA,1701,Ávila,159684,7,68,9.393552266,2.504947271
22/06/2021,H.A. ÁVILA,1701,Ávila,159684,7,67.56756757,7.514841813,1.878710453
23/06/2021,H.A. ÁVILA,1701,Ávila,159684,6,65.75342466,8.14107863,1.878710453
24/06/2021,H.A. ÁVILA,1701,Ávila,159684,5,63.88888889,8.14107863,2.504947271
25/06/2021,H.A. ÁVILA,1701,Ávila,159684,5,62.85714286,6.888604995,2.504947271
26/06/2021,H.A. ÁVILA,1701,Ávila,159684,4,61.19402985,6.262368177,2.504947271
27/06/2021,H.A. ÁVILA,1701,Ávila,159684,4,59.375,6.888604995,2.504947271
28/06/2021,H.A. ÁVILA,1701,Ávila,159684,4,56.4516129,6.262368177,2.504947271
29/06/2021,H.A. ÁVILA,1701,Ávila,159684,4,55.17241379,6.262368177,1.878710453
30/06/2021,H.A. ÁVILA,1701,Ávila,159684,4,53.57142857,6.262368177,2.504947271
01/07/2021,H.A. ÁVILA,1701,Ávila,159684,4,52.72727273,6.262368177,1.878710453
02/07/2021,H.A. ÁVILA,1701,Ávila,159684,4,52.83018868,6.888604995,2.504947271
03/07/2021,H.A. ÁVILA,1701,Ávila,159684,4,54.90196078,5.636131359,2.504947271
04/07/2021,H.A. ÁVILA,1701,Ávila,159684,4,56,4.383657724,1.878710453
05/07/2021,H.A. ÁVILA,1701,Ávila,159684,4,58.33333333,5.009894542,1.252473635
06/07/2021,H.A. ÁVILA,1701,Ávila,159684,3,57.44680851,5.009894542,1.252473635
07/07/2021,H.A. ÁVILA,1701,Ávila,159684,3,57.77777778,4.383657724,1.252473635
08/07/2021,H.A. ÁVILA,1701,Ávila,159684,3,58.13953488,5.009894542,1.878710453
09/07/2021,H.A. ÁVILA,1701,Ávila,159684,3,57.14285714,5.009894542,1.878710453
10/07/2021,H.A. ÁVILA,1701,Ávila,159684,3,54.76190476,4.383657724,1.878710453
11/07/2021,H.A. ÁVILA,1701,Ávila,159684,2,50,3.757420906,1.878710453
12/07/2021,H.A. ÁVILA,1701,Ávila,159684,2,45.23809524,4.383657724,1.878710453
13/07/2021,H.A. ÁVILA,1701,Ávila,159684,2,42.85714286,3.131184089,2.504947271
14/07/2021,H.A. ÁVILA,1701,Ávila,159684,2,40.47619048,3.757420906,2.504947271
15/07/2021,H.A. ÁVILA,1701,Ávila,159684,2,36.36363636,5.009894542,2.504947271
16/07/2021,H.A. ÁVILA,1701,Ávila,159684,2,31.91489362,4.383657724,2.504947271
17/07/2021,H.A. ÁVILA,1701,Ávila,159684,2,29.78723404,5.636131359,3.757420906
18/07/2021,H.A. ÁVILA,1701,Ávila,159684,2,29.78723404,5.636131359,4.383657724
19/07/2021,H.A. ÁVILA,1701,Ávila,159684,2,29.78723404,5.009894542,2.504947271
20/07/2021,H.A. ÁVILA,1701,Ávila,159684,2,29.78723404,6.888604995,2.504947271
21/07/2021,H.A. ÁVILA,1701,Ávila,159684,2,29.78723404,6.888604995,2.504947271
22/07/2021,H.A. ÁVILA,1701,Ávila,159684,2,31.81818182,6.262368177,2.504947271
23/07/2021,H.A. ÁVILA,1701,Ávila,159684,2,35,6.262368177,2.504947271
24/07/2021,H.A. ÁVILA,1701,Ávila,159684,2,35,6.888604995,1.878710453
25/07/2021,H.A. ÁVILA,1701,Ávila,159684,2,33.33333333,8.14107863,1.878710453
26/07/2021,H.A. ÁVILA,1701,Ávila,159684,2,31.11111111,7.514841813,2.504947271
27/07/2021,H.A. ÁVILA,1701,Ávila,159684,2,28.57142857,8.14107863,3.757420906
28/07/2021,H.A. ÁVILA,1701,Ávila,159684,2,25.45454545,6.888604995,4.383657724
29/07/2021,H.A. ÁVILA,1701,Ávila,159684,2,21.875,5.636131359,5.009894542
30/07/2021,H.A. ÁVILA,1701,Ávila,159684,2,19.17808219,6.262368177,6.262368177
31/07/2021,H.A. ÁVILA,1701,Ávila,159684,3,18.07228916,5.636131359,7.514841813
01/08/2021,H.A. ÁVILA,1701,Ávila,159684,3,17.0212766,5.636131359,7.514841813
02/08/2021,H.A. ÁVILA,1701,Ávila,159684,4,16.66666667,6.888604995,8.14107863
03/08/2021,H.A. ÁVILA,1701,Ávila,159684,4,16.66666667,6.262368177,10.01978908
04/08/2021,H.A. ÁVILA,1701,Ávila,159684,5,17.1641791,6.262368177,11.89849954
05/08/2021,H.A. ÁVILA,1701,Ávila,159684,5,18.18181818,6.262368177,11.27226272
06/08/2021,H.A. ÁVILA,1701,Ávila,159684,5,19.07894737,7.514841813,13.15097317
07/08/2021,H.A. ÁVILA,1701,Ávila,159684,4,18.98734177,8.767315448,11.27226272
08/08/2021,H.A. ÁVILA,1701,Ávila,159684,3,18.40490798,9.393552266,11.27226272
09/08/2021,H.A. ÁVILA,1701,Ávila,159684,4,18.29268293,10.01978908,11.27226272
10/08/2021,H.A. ÁVILA,1701,Ávila,159684,4,18.51851852,12.52473635,13.15097317
11/08/2021,H.A. ÁVILA,1701,Ávila,159684,4,18.83116883,12.52473635,12.52473635
12/08/2021,H.A. ÁVILA,1701,Ávila,159684,6,19.86754967,13.15097317,10.01978908
13/08/2021,H.A. ÁVILA,1701,Ávila,159684,6,21.08843537,15.02968363,8.767315448
